-0.21536376,0.14009801,0.20977688,-0.27527791,0.10638025,-0.07846097,0.04135437,-0.15752989,0.12126762,-0.18377292,0.14076257,0.13404378,-0.11548195,0.05390411,-0.00759732,-0.02122841,-0.03880328,0.12641689,-0.13661915,-0.12804870,0.06728546,-0.22371683,0.12993854,0.09841529,-0.10896040,-0.18457033,-0.10773522,0.03298362,0.11016273,-0.08739047,-0.20374732,0.00195654,0.04551904,-0.06739269,0.06968637,0.30937508,-0.12750545,-0.04209584,-0.01696383,-0.11760620,0.10169729,0.03948281,0.04618289,-0.22561213,0.10880665,0.05303153,-0.14394476,-0.16395994,-0.15892485,-0.14668405,0.17397685,-0.29772109,-0.07728577,-0.27238709,-0.12896273,-0.01015653,0.18983459,0.17167629,0.21749367,-0.32993808,0.02714655,0.17351107,0.07084491,-0.21221703,-0.09333174,0.01717853,0.10791842,-0.01310412,0.10944579,-0.03657468,0.12359908,0.07463720,-0.05051278,0.02337066,-0.22896142,0.12788893,0.10091499,0.03963451,0.11100024,-0.07457993,0.13227606,-0.01625312,0.04040961,-0.00221971,-0.08899323,0.00295964,-0.12819107,-0.06238136,-0.00668914,0.06731539,-0.08626830,0.03870477,-0.01053845,0.07895818
0.02578093,-0.06377535,-0.08321488,-0.06519119,-0.27002111,0.08529387,0.16017449,-0.16166613,-0.01926114,0.14859021,-0.00127842,0.05280187,-0.04370940,-0.14343292,-0.15330242,-0.04770258,-0.01441768,0.05251050,-0.28563267,-0.11341241,0.26592344,-0.09432166,-0.07403710,-0.03803005,-0.05594340,-0.10060303,-0.09025078,0.23191363,-0.06085986,-0.13113163,0.10106713,0.16936365,0.00302881,-0.08247185,0.01636061,0.02434981,0.11934625,-0.16063154,-0.24129929,0.29477438,-0.10138599,-0.15358783,-0.12324783,0.06960139,0.01984891,-0.18535617,0.25654888,-0.04118736,0.03113562,-0.06695540,0.04301057,-0.02041864,0.04252855,-0.07475488,0.18149731,-0.21332057,-0.15017185,-0.04842897,-0.17431037,0.16810396,-0.15617841,-0.02929848,-0.09680852,0.12920122,0.07521491,-0.24502635,-0.06427705,-0.14203611,-0.17238006,-0.11561584,-0.20477892,0.13286754,-0.04700950,0.13793749,0.10812309,-0.10671204,0.05447537,-0.01793286,-0.08705527,0.06388680,-0.12346424,-0.00350269,0.09532269,-0.13265397,-0.00258372,-0.12261546,0.09931323,0.05547127,-0.23382680,0.36866361,-0.04310211,-0.01919871,-0.32416314,-0.16394150
0.03013082,-0.01288604,0.02773432,-0.05389094,-0.14374810,0.02750107,0.25076637,-0.24798955,-0.22141305,0.20653273,-0.08865583,0.14766635,-0.04004477,-0.24987666,-0.15584999,-0.21125299,-0.06602507,-0.11709680,-0.29005307,-0.25344130,0.17111912,0.06575550,-0.26668245,-0.11315298,0.22831626,0.15958360,-0.00198841,0.04248673,-0.18976986,-0.05306515,0.08265754,0.26381320,-0.06959619,-0.17958897,-0.20452245,-0.16748466,0.18529746,-0.16010040,-0.18807775,0.34734493,-0.23328270,-0.07267690,-0.19217026,0.00788415,-0.21401182,-0.19991413,0.31393349,0.08612791,0.17728443,0.04975666,-0.16627228,0.02789203,0.03210248,-0.19464634,0.19355533,-0.19066846,-0.15750273,-0.18849079,-0.18154426,0.14835936,0.03043104,-0.16440636,0.16714922,-0.10075060,0.11652686,-0.24000300,-0.05126499,0.00902092,-0.10692498,0.12367743,-0.02295409,0.13555646,0.07130989,0.27568838,0.04541368,-0.22971332,0.15613303,-0.02507897,-0.22805905,0.01228815,-0.20565154,0.19823928,0.26372391,-0.31629437,0.07024436,-0.33831689,0.15721667,0.07309891,-0.34855947,0.35455370,-0.08157819,-0.01798262,-0.26161119,0.35820258
0.20943063,0.04110206,0.09178770,0.04240355,0.14298397,-0.12289584,0.12662405,0.09866854,0.01967904,-0.07677153,0.13932149,0.06592821,-0.28320670,0.02711828,0.06381011,-0.05942421,0.01580062,0.01597887,0.15317872,0.10794658,-0.18715836,-0.09665822,0.04417992,-0.14690915,0.05148932,-0.04320252,0.06748998,-0.24930415,0.23319526,0.16977754,-0.13429034,-0.07999495,-0.15691179,-0.05077580,0.08796691,0.10381791,-0.06736627,0.03421061,0.08084583,-0.16421250,0.17511904,0.07998729,0.01607489,0.05784632,0.06569752,0.16610754,-0.01589933,-0.12661505,-0.17921634,-0.10298096,-0.32453474,-0.07150044,-0.17102954,0.09056148,-0.15367314,0.08579378,0.13932225,0.19810568,0.03421465,-0.29125628,-0.11885561,0.14992942,0.49240774,0.10360619,-0.32115167,0.09793372,0.20317864,0.06310634,0.02216873,0.02316298,0.39912245,-0.17940135,-0.05628985,-0.18534422,-0.15312399,0.04462108,0.31727073,-0.09141129,-0.07700484,-0.18693209,0.10383983,-0.02833242,-0.20704043,-0.05303613,-0.10738706,0.13560064,0.18663876,-0.03999418,0.14752361,-0.23638861,0.05589300,0.22029831,0.24638903,0.15203524
0.12188463,-0.03506493,-0.17504685,-0.00667103,-0.08049129,0.06905200,-0.03076875,-0.09485625,0.01228976,0.19326276,-0.19073433,-0.02403137,-0.01913824,0.01582614,0.02439979,0.16717942,-0.00284900,-0.21869335,-0.09475777,-0.11358788,0.04397357,0.04415727,-0.08591518,-0.03349217,0.17398508,0.13401537,-0.04668970,0.09481645,-0.09830770,-0.04127023,0.12318806,0.18084545,0.01332392,0.00794915,0.09279270,-0.12980647,0.10292719,-0.14233097,-0.12801687,0.09330571,-0.13523565,-0.17185007,-0.08154952,0.03377018,0.00820992,-0.11601595,-0.04600304,0.03289824,0.03229555,0.17255540,-0.07789464,0.14545657,0.05517211,0.00533511,0.14087301,-0.14105178,-0.15145901,-0.06062647,-0.11154917,-0.08871568,0.08480875,-0.10634088,-0.22130120,0.06140690,0.14673175,-0.16108790,-0.04799323,0.08367104,-0.06812075,0.05979329,-0.05362739,0.16080916,-0.04382857,0.07758434,0.17778063,0.03319205,-0.01325469,-0.22009093,0.01454175,0.03838578,-0.09504133,0.16848429,-0.01632787,-0.00872356,0.13642499,-0.08700443,0.01218970,-0.02827204,-0.16869111,0.01158548,-0.13371527,-0.14979944,-0.00254149,-0.25284168
-0.00818248,-0.01068578,0.05417033,-0.11008125,-0.28598318,0.03710473,0.01801142,-0.24020645,-0.08959505,0.04386723,-0.00685623,-0.07761020,-0.08658420,-0.18539290,-0.07249261,0.10091107,-0.09577756,-0.08404232,-0.13662115,-0.16404036,0.22183713,0.14964053,-0.11331201,-0.06961252,0.20704123,0.04096825,-0.02798966,0.12000583,-0.15281783,-0.11291108,0.03061263,0.13864487,0.10062401,-0.05082836,-0.17199337,-0.05507644,0.16700046,-0.08929991,-0.20766100,0.11187328,-0.16271548,-0.20298792,-0.12948987,0.02302244,-0.05587776,-0.12197141,0.25968623,0.08594853,0.06562392,0.00441743,0.16211382,-0.01687694,0.04793174,-0.25374055,0.11935481,-0.15472274,-0.08202887,-0.10412734,-0.12351222,-0.04835279,-0.02064921,0.02623304,-0.16253383,-0.01048292,0.12224746,-0.15937227,-0.09016754,-0.06673139,-0.01566135,-0.04783220,-0.11812503,0.14399378,0.01173764,0.04995664,-0.01775362,-0.16834646,-0.02031573,-0.10554971,-0.13977432,0.12015000,-0.02846058,0.05950420,0.02531632,-0.08716650,-0.03827679,-0.16595848,0.13237563,0.03373057,-0.24675708,0.19678053,-0.10282015,-0.12334868,-0.21906485,0.24950092
-0.07724502,-0.09865172,0.16044226,0.04351323,0.09314925,-0.07030752,-0.18970336,0.15650490,-0.18386646,0.14442757,-0.16668119,0.04749508,-0.09435940,-0.01288348,-0.03839972,0.47001249,0.01372251,0.29095456,0.10644809,-0.09902290,0.08033724,-0.27036420,0.23982550,0.09899688,-0.06886933,-0.09966800,0.12926757,-0.23494074,0.08699097,-0.00732594,-0.12089787,-0.24118474,-0.26607084,0.04105820,0.57166666,-0.08556412,-0.10047447,-0.12170263,0.03513360,-0.04732724,-0.05864472,-0.14668830,0.02041092,-0.21908705,0.05897920,0.08560513,0.07579620,-0.20631641,-0.35955185,-0.04864027,0.32227987,-0.00172848,-0.16126719,0.40905049,0.11758785,0.11261014,-0.11163525,0.11156637,-0.01464587,0.14368890,0.34694746,-0.09166023,0.23648922,0.27137730,-0.20162210,0.07876899,0.11258638,0.14885172,0.10827225,0.47997698,0.15212779,-0.00890484,-0.22629777,-0.05770983,0.02566683,0.01343194,0.63503283,-0.09325492,-0.08738593,0.07854388,0.19313627,0.09334535,0.10413659,-0.03325033,0.04452306,-0.01017797,-0.20188150,0.09451228,0.15634969,-0.12689017,0.15489042,0.12802012,0.10708059,0.04267094
0.05233927,-0.17362419,-0.18091002,-0.00258303,-0.12087411,0.13303325,0.01954714,-0.11950538,-0.24184476,0.10912906,-0.15429716,0.09980313,0.25795424,-0.18860486,-0.08377824,0.10197319,-0.03108070,0.00743096,-0.11550616,-0.17902917,0.01962311,-0.01443986,-0.21305858,0.00836506,0.03623213,0.09667156,0.00595073,0.13606155,-0.13092487,0.04032817,0.06879693,0.12871161,-0.02648527,-0.10724679,0.05584795,-0.21818417,0.20180979,-0.04103335,-0.22252063,0.12569995,-0.08711708,-0.14466317,-0.09342497,0.00274819,-0.11567402,-0.12834355,-0.00258736,0.10740753,-0.30456805,0.16222315,0.01418057,-0.00332003,0.09074273,-0.16005185,0.16891491,-0.13709752,0.01866904,-0.18258566,-0.23101579,-0.07612836,0.02291585,0.14501472,-0.41758740,-0.04566368,0.05204253,-0.05870484,-0.09414489,0.22899909,0.03551412,0.05597730,-0.04062240,0.04452720,0.05832896,0.07811623,0.02729831,-0.17187963,-0.24167287,0.04186406,-0.10353945,0.02953135,0.03780083,0.12847601,0.14127313,-0.06324650,0.08665739,-0.19963026,0.04173789,-0.08851305,-0.01413264,-0.00743529,-0.08307406,-0.07748983,-0.17051320,0.07453332
-0.00389394,0.08708428,0.03310119,0.10030866,-0.03748567,-0.01145792,0.27673367,-0.11833348,0.03482405,-0.02406743,-0.10689813,0.06952199,-0.01105911,-0.07130826,-0.12400515,-0.05365538,-0.01245406,-0.09692825,-0.13561721,0.00746587,0.10430441,0.03965222,-0.14566964,0.05204333,0.12429797,0.06313550,0.06385741,0.03579977,-0.15227096,-0.02544200,0.09899732,0.00853825,-0.00088623,-0.04244511,0.07450599,-0.02229978,0.01996216,-0.17231803,-0.00408624,0.10706396,-0.00848393,0.00932047,-0.05772163,0.06506012,0.07477431,-0.13811715,0.15089707,0.10329609,-0.07670766,0.00753229,-0.23094787,0.10106236,0.08696072,-0.02961283,0.16946304,-0.07807645,-0.00467736,-0.01577672,0.03067767,0.03434451,-0.24994583,-0.01317483,-0.01549963,0.07387913,0.06837256,-0.13005608,-0.01824144,-0.10315858,-0.02700143,-0.13258949,-0.11070848,0.14588615,0.03979398,-0.03906444,0.08014380,0.03580832,0.04070920,-0.13722512,-0.13224234,-0.07553576,-0.16322935,0.02831548,0.03261551,-0.03394575,0.05710720,-0.16604038,0.05179216,0.05938594,-0.01826796,0.19537684,-0.07428673,-0.01125778,-0.15402329,-0.11199328
-0.01145304,0.03944711,0.02558134,-0.02335707,-0.19510189,0.12637767,0.14759085,-0.14399928,-0.03239938,0.11186080,-0.01361422,-0.05990199,0.07346261,-0.18410128,-0.07420110,0.13196449,-0.13325080,-0.10650273,-0.24056776,-0.15686195,0.10318317,0.07231054,-0.06155389,-0.03553970,0.17078112,0.05203900,-0.03795834,0.21051107,-0.23846754,-0.01634652,0.05101799,0.08393069,0.17982413,-0.02700481,0.16402876,-0.14860626,-0.02820440,-0.09016421,-0.08621565,0.10379615,-0.03186364,-0.18524407,-0.00995303,0.13851793,-0.03597404,-0.29215878,0.11344162,0.17432132,-0.06704683,0.10530635,0.16820051,-0.00460959,0.11736473,-0.28447580,0.16722281,-0.18206766,-0.14301959,-0.09475935,-0.12715694,-0.06579100,-0.05805801,-0.06057628,-0.07001228,-0.08151644,0.06772649,-0.25807446,0.00774702,0.00751764,-0.04023686,-0.13929683,-0.31011507,0.18312636,-0.04777711,0.07147907,-0.02303503,-0.16673616,-0.25637740,-0.03392019,-0.01637026,0.03120598,-0.07536317,0.06056724,0.19672355,-0.13255519,0.05020551,-0.02962897,0.03089479,0.01863648,-0.16973165,0.21734861,-0.28461346,-0.06110310,-0.23995318,-0.11022533
