0.41163981,-0.04233827,0.15925972,-0.04232338,0.46040803
-0.00828945,0.15591006,0.19979033,0.15141982,0.02745700
0.05222312,0.03309497,-0.06953301,0.11184406,0.16632545
0.13894133,-0.08968645,-0.09587051,-0.05800923,0.15219636
0.15302800,-0.05603667,-0.13377550,0.02288952,0.21357152
0.08065616,-0.11425034,-0.14242893,0.03652520,0.10539577
0.03104722,-0.04984307,0.20658435,0.01800943,-0.40711644
-0.04368160,-0.05190703,-0.11866738,-0.11623394,-0.01362240
0.19264935,-0.02401063,-0.00215609,0.02334543,0.13532560
0.12237598,-0.08462568,-0.12557018,-0.03206656,0.23064008
0.04524735,0.00860138,0.02628366,-0.00237940,0.16427238
0.14977068,0.04574159,-0.05604334,0.00767311,0.10980036
-0.18500863,0.29075399,-0.16654763,0.32048562,0.07011218
0.05548077,-0.05301346,-0.12003373,0.02862478,0.25436637
-0.04198626,0.09531565,0.02740388,0.01575837,0.24757951
0.16534191,0.19139174,0.17059758,0.00807036,0.31186482
0.17258877,0.04791195,-0.15646996,0.06947032,0.20518334
0.20608483,0.05293098,-0.24343644,-0.01617012,0.22024888
0.01143420,-0.02192510,0.10806864,0.03846525,0.19247536
0.21332735,0.00297564,-0.02854714,0.08299583,0.49308327
0.10220440,-0.00758073,0.04289849,0.03752289,0.21840276
0.00800523,0.04080158,-0.00536385,-0.10858087,0.19485058
0.04859748,0.01906172,0.00609619,0.05356304,0.20207246
0.25647098,0.20782828,-0.37700564,0.13970922,0.09012071
0.19411255,0.17364724,-0.73523706,0.03903086,0.01731922
0.06655420,-0.08723160,-0.11882716,-0.27185714,0.20075516
0.40925801,0.16066384,-0.23247430,0.12559798,0.23676205
0.16124333,-0.08905926,-0.10348989,-0.10064534,0.03673765
0.18974987,-0.09223545,0.16454993,0.05539089,0.25423649
0.15383215,-0.07082748,-0.03935921,0.02886596,0.24615890
0.21721162,-0.06455372,-0.07902879,-0.07101157,0.08971363
0.10415624,-0.10851976,-0.23134908,0.04749964,0.13077602
0.22749886,0.12658778,0.09985029,-0.06781112,0.24934542
0.17000583,-0.04303005,-0.05480185,-0.03817067,0.20929857
0.46843341,0.53456801,-0.51290649,0.58407223,0.24820285
0.14436160,0.04035643,-0.13498139,0.14750330,0.12510987
0.19661421,0.12067956,-0.10953794,0.11007061,0.16287827
0.01186614,-0.13501146,0.02699618,0.00533618,0.27255890
0.06106047,0.11657703,0.00239281,0.11971036,0.20032838
0.15000586,0.02127078,-0.14330417,-0.07987488,0.20647584
0.12608272,-0.12819265,-0.00831625,-0.19011207,0.22331107
0.15728272,0.08504780,0.07484943,0.01794185,0.16573718
0.10042908,-0.07151498,-0.23100056,0.03714515,0.24176148
0.10628052,0.07823060,-0.13868542,-0.08553836,0.07251117
0.18372330,-0.04113921,-0.00662507,0.00842396,0.04975427
0.12403040,0.05014483,-0.18621722,0.13406090,0.08989717
0.06756548,0.02637198,-0.06777202,0.10094932,0.17400014
0.17739230,0.09318028,0.19088563,0.09293512,0.09827410
0.17656223,0.08264595,0.28148848,0.09854720,0.05044241
0.03713190,-0.06422959,-0.10562544,0.02446819,0.14796060
0.04481745,0.06841879,-0.06054021,0.00916385,-0.09484478
0.01882903,0.08449567,-0.02860373,0.09978500,0.10556806
-0.04302854,0.06018179,-0.12071540,-0.04467863,0.14332761
0.13611846,-0.03116921,0.15391584,-0.02934614,0.29325584
0.18230799,0.05957737,-0.00549443,-0.06551491,0.22788602
-0.05653935,0.04186716,-0.05151509,-0.00009638,0.18525523
-0.09255911,-0.03238758,-0.03509013,-0.03635791,0.40115830
0.12707339,0.08330727,-0.11829287,0.15364674,0.11200629
0.05748874,0.05531420,0.04354669,0.09323683,0.32099617
-0.30763969,0.25253418,-0.21017490,0.16879164,0.05066602
0.45134959,0.08907627,0.06666102,0.11734825,0.29403070
-0.06553513,-0.00749113,-0.34516561,0.04996666,-0.03004727
-0.03166294,0.36716631,-0.24425884,0.42299661,0.28017691
0.41480067,0.06407567,-0.22771223,0.01037354,0.34515211
0.08105128,-0.01920060,-0.08045339,-0.00738734,0.18931989
0.13471773,0.08875793,-0.02893731,-0.07882092,0.24588589
0.12052502,0.04762429,-0.14792496,0.07290947,0.12067704
0.14049236,-0.00200619,-0.04080603,0.11545140,0.16089232
0.00084007,0.06100362,0.08491667,-0.04468034,0.27542359
0.31838959,0.11577888,0.09547403,0.00633758,0.37621203
-0.03262467,0.13613822,-0.13966352,0.08409717,0.02113022
0.01049469,-0.01093405,-0.00209825,0.09962256,0.17737876
0.10456775,-0.18756863,-0.10178470,-0.11212573,-0.04902221
0.05317234,0.11774474,-0.10680269,0.05020631,0.16812482
0.06973229,0.10848165,-0.00446850,-0.01459073,0.08124267
0.10962693,0.02577645,-0.20205538,-0.06364554,0.23170826
0.13682230,-0.00718631,0.42899337,-0.00518377,0.07522327
